symbol,name,series
IMPAL.NS,India Motor Parts and Accessories Limited,EQ
INA.NS,Insolation Energy Limited,EQ
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ
INDBANK.NS,Indbank Merchant Banking Services Limited,EQ
INDGN.NS,Indegene Limited,EQ
INDHOTEL.NS,The Indian Hotels Company Limited,EQ
INDIACEM.NS,The India Cements Limited,EQ
INDIAGLYCO.NS,India Glycols Limited,EQ
INDIAMART.NS,Indiamart Intermesh Limited,EQ
INDIANB.NS,Indian Bank,EQ
INDIANCARD.NS,Indian Card Clothing Company Limited,EQ
INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ
INDIASHLTR.NS,India Shelter Finance Corporation Limited,EQ
INDIGO.NS,InterGlobe Aviation Limited,EQ
INDIGOPNTS.NS,Indigo Paints Limited,EQ
INDIQUBE.NS,Indiqube Spaces Limited,EQ
INDNIPPON.NS,India Nippon Electricals Limited,EQ
INDOAMIN.NS,Indo Amines Limited,BE
INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ
INDOCO.NS,Indoco Remedies Limited,EQ
INDOFARM.NS,Indo Farm Equipment Limited,EQ
INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ
INDOSTAR.NS,IndoStar Capital Finance Limited,EQ
INDOTECH.NS,Indo Tech Transformers Limited,BE
INDOTHAI.NS,Indo Thai Securities Limited,EQ
INDOUS.NS,Indo Us Biotech Limited,EQ
INDOWIND.NS,Indowind Energy Limited,BE
INDPRUD.NS,Industrial & Prudential Investment Company Limited,EQ
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,EQ
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ
INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ
INDUSINDBK.NS,IndusInd Bank Limited,EQ
INDUSTOWER.NS,Indus Towers Limited,EQ
INFOBEAN.NS,InfoBeans Technologies Limited,EQ
INFOMEDIA.NS,Infomedia Press Limited,EQ
INFY.NS,Infosys Limited,EQ
INGERRAND.NS,Ingersoll Rand (India) Limited,EQ
INNOVACAP.NS,Innova Captab Limited,EQ
INNOVANA.NS,Innovana Thinklabs Limited,EQ
INNOVISION.NS,Innovision Limited,EQ
INOXGREEN.NS,Inox Green Energy Services Limited,EQ
INOXINDIA.NS,INOX India Limited,EQ
INOXWIND.NS,Inox Wind Limited,EQ
INSECTICID.NS,Insecticides (India) Limited,EQ
INSPIRISYS.NS,Inspirisys Solutions Limited,BE
INTELLECT.NS,Intellect Design Arena Limited,EQ
INTENTECH.NS,Intense Technologies Limited,EQ
INTERARCH.NS,Interarch Building Solutions Limited,EQ
INTLCONV.NS,International Conveyors Limited,EQ
INVENTURE.NS,Inventure Growth & Securities Limited,EQ
INVPRECQ.NS,Investment & Precision Castings Limited,EQ
IOB.NS,Indian Overseas Bank,EQ
IOC.NS,Indian Oil Corporation Limited,EQ
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ
IONEXCHANG.NS,ION Exchange (India) Limited,EQ
IPCALAB.NS,IPCA Laboratories Limited,EQ
IPL.NS,India Pesticides Limited,EQ
IRB.NS,IRB Infrastructure Developers Limited,EQ
IRCON.NS,Ircon International Limited,EQ
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ
IREDA.NS,Indian Renewable Energy Development Agency Limited,EQ
IRFC.NS,Indian Railway Finance Corporation Limited,EQ
IRIS.NS,IRIS RegTech Solutions Limited,EQ
IRISDOREME.NS,Iris Clothings Limited,EQ
IRMENERGY.NS,IRM Energy Limited,EQ
ISFT.NS,Intrasoft Technologies Limited,EQ
ISGEC.NS,Isgec Heavy Engineering Limited,EQ
ISHANCH.NS,Ishan Dyes and Chemicals Limited,EQ
ITC.NS,ITC Limited,EQ
ITCHOTELS.NS,ITC Hotels Limited,EQ
ITDC.NS,India Tourism Development Corporation Limited,EQ
ITI.NS,ITI Limited,EQ
IVALUE.NS,Ivalue Infosolutions Limited,EQ
IVC.NS,IL&FS Investment Managers Limited,EQ
IVP.NS,IVP Limited,BE
IWP.NS,The Indian Wood Products Company Limited,EQ
IXIGO.NS,Le Travenues Technology Limited,EQ
IZMO.NS,IZMO Limited,EQ
J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ
JAGRAN.NS,Jagran Prakashan Limited,EQ
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ
JAIBALAJI.NS,Jai Balaji Industries Limited,BE
JAICORPLTD.NS,Jai Corp Limited,EQ
JAINREC.NS,Jain Resource Recycling Limited,EQ
JAIPURKURT.NS,Nandani Creation Limited,EQ
JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ
JARO.NS,Jaro Institute of Technology Management and Research Limited,EQ
JASH.NS,Jash Engineering Limited,EQ
JAYAGROGN.NS,Jayant Agro Organics Limited,EQ
JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ
JAYKAY.NS,Jaykay Enterprises Limited,EQ
JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ
JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ
JBMA.NS,JBM Auto Limited,EQ
JETFREIGHT.NS,Jet Freight Logistics Limited,EQ
JGCHEM.NS,J.G.Chemicals Limited,EQ
JHS.NS,JHS Svendgaard Laboratories Limited,EQ
JINDALPHOT.NS,Jindal Photo Limited,EQ
JINDALPOLY.NS,Jindal Poly Films Limited,EQ
JINDALSAW.NS,Jindal Saw Limited,EQ
JINDALSTEL.NS,JINDAL STEEL LIMITED,EQ
JINDRILL.NS,Jindal Drilling And Industries Limited,EQ
JINDWORLD.NS,Jindal Worldwide Limited,EQ
JIOFIN.NS,Jio Financial Services Limited,EQ
JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ
JISLJALEQS.NS,Jain Irrigation Systems Limited,EQ
JITFINFRA.NS,JITF Infralogistics Limited,EQ
JKCEMENT.NS,JK Cement Limited,EQ
JKIL.NS,J.Kumar Infraprojects Limited,EQ
JKIPL.NS,Jinkushal Industries Limited,BE
JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ
JKPAPER.NS,JK Paper Limited,EQ
JKTYRE.NS,JK Tyre & Industries Limited,EQ
JLHL.NS,Jupiter Life Line Hospitals Limited,EQ
JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ
JMFINANCIL.NS,JM Financial Limited,EQ
JNKINDIA.NS,JNK India Limited,EQ
JOCIL.NS,Jocil Limited,BE
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ
JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ
JSFB.NS,Jana Small Finance Bank Limited,EQ
JSL.NS,Jindal Stainless Limited,EQ
JSLL.NS,Jeena Sikho Lifecare Limited,EQ
JSWCEMENT.NS,JSW Cement Limited,EQ
JSWDULUX.NS,JSW Dulux Limited,EQ
JSWENERGY.NS,JSW Energy Limited,EQ
JSWHL.NS,JSW Holdings Limited,EQ
JSWINFRA.NS,JSW Infrastructure Limited,EQ
JSWSTEEL.NS,JSW Steel Limited,EQ
JTEKTINDIA.NS,Jtekt India Limited,EQ
JTLIND.NS,JTL INDUSTRIES LIMITED,EQ
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,EQ
JUBLFOOD.NS,Jubilant Foodworks Limited,EQ
JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ
JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ
JUNIPER.NS,Juniper Hotels Limited,EQ
JUSTDIAL.NS,Just Dial Limited,EQ
JWL.NS,Jupiter Wagons Limited,EQ
JYOTHYLAB.NS,Jyothy Labs Limited,EQ
JYOTICNC.NS,Jyoti CNC Automation Limited,EQ
JYOTISTRUC.NS,Jyoti Structures Limited,EQ
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ
KAJARIACER.NS,Kajaria Ceramics Limited,EQ
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,BE
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,EQ
KALPATARU.NS,Kalpataru Limited,EQ
KALYANI.NS,Kalyani Commercials Limited,BE
KALYANIFRG.NS,Kalyani Forge Limited,EQ
KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ
KAMAHOLD.NS,Kama Holdings Limited,EQ
KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ
KAMDHENU.NS,Kamdhenu Limited,BE
KAMOPAINTS.NS,Kamdhenu Ventures Limited,EQ
KANANIIND.NS,Kanani Industries Limited,EQ
KANCHI.NS,Kanchi Karpooram Limited,BE
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,BE
KANPRPLA.NS,Kanpur Plastipack Limited,EQ
KANSAINER.NS,Kansai Nerolac Paints Limited,EQ
KAPSTON.NS,Kapston Services Limited,EQ
KARMAENG.NS,Karma Energy Limited,EQ
KARURVYSYA.NS,Karur Vysya Bank Limited,EQ
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,BE
KAVDEFENCE.NS,Kavveri Defence & Wireless Technologies Limited,EQ
KAYA.NS,Kaya Limited,EQ
KAYNES.NS,Kaynes Technology India Limited,EQ
KCP.NS,KCP Limited,EQ
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,EQ
KDDL.NS,KDDL Limited,EQ
KEC.NS,KEC International Limited,EQ
KECL.NS,Kirloskar Electric Company Limited,BE
KEEPLEARN.NS,DSJ Keep Learning Limited,EQ
KEI.NS,KEI Industries Limited,EQ
KELLTONTEC.NS,Kellton Tech Solutions Limited,EQ
KENNAMET.NS,Kennametal India Limited,EQ
KERNEX.NS,Kernex Microsystems (India) Limited,EQ
KESORAMIND.NS,Kesoram Industries Limited,BE
KEYFINSERV.NS,Keynote Financial Services Limited,EQ
KFINTECH.NS,Kfin Technologies Limited,EQ
KHADIM.NS,Khadim India Limited,BE
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,BE
KHAITANLTD.NS,Khaitan (India) Limited,BE
KHANDSE.NS,Khandwala Securities Limited,EQ
KICL.NS,Kalyani Investment Company Limited,EQ
KILITCH.NS,Kilitch Drugs (India) Limited,BE
KIMS.NS,Krishna Institute of Medical Sciences Limited,EQ
KINGFA.NS,Kingfa Science & Technology (India) Limited,EQ
KIOCL.NS,KIOCL Limited,EQ
KIRANVYPAR.NS,Kiran Vyapar Limited,EQ
KIRIINDUS.NS,Kiri Industries Limited,EQ
KIRLFER.NS,Kirloskar Ferrous Industries Limited,EQ
KIRLOSBROS.NS,Kirloskar Brothers Limited,EQ
KIRLOSENG.NS,Kirloskar Oil Engines Limited,EQ
KIRLOSIND.NS,Kirloskar Industries Limited,EQ
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,EQ
KISSHT.NS,OnEMI Technology Solutions Limited,EQ
KITEX.NS,Kitex Garments Limited,EQ
KKCL.NS,Kewal Kiran Clothing Limited,EQ
KLBRENG-B.NS,Kilburn Engineering Limited,EQ
KMEW.NS,Knowledge Marine & Engineering Works Limited,EQ
KMSUGAR.NS,K.M.Sugar Mills Limited,EQ
KNACK.NS,Knack Packaging Limited,EQ
KNAGRI.NS,KN Agri Resources Limited,EQ
KNRCON.NS,KNR Constructions Limited,EQ
KOHINOOR.NS,Kohinoor Foods Limited,EQ
KOKUYOCMLN.NS,Kokuyo Camlin Limited,EQ
KOLTEPATIL.NS,Kolte - Patil Developers Limited,EQ
KOPRAN.NS,Kopran Limited,BE
KOTAKBANK.NS,Kotak Mahindra Bank Limited,EQ
KOTARISUG.NS,Kothari Sugars And Chemicals Limited,EQ
KOTHARIPET.NS,Kothari Petrochemicals Limited,EQ
KOTHARIPRO.NS,Kothari Products Limited,EQ
KOTIC.NS,Kothari Industrial Corporation Limited,EQ
KOTYARK.NS,Kotyark Industries Limited,BE
KOVAI.NS,Kovai Medical Center & Hospital Limited,EQ
KPEL.NS,K.P. Energy Limited,EQ
KPIGREEN.NS,KPI Green Energy Limited,EQ
KPIL.NS,Kalpataru Projects International Limited,EQ
KPITTECH.NS,KPIT Technologies Limited,EQ
KPL.NS,Kwality Pharmaceuticals Limited,EQ
KPRMILL.NS,K.P.R. Mill Limited,EQ
KRBL.NS,KRBL Limited,EQ
KREBSBIO.NS,Krebs Biochemicals and Industries Limited,EQ
KRIDHANINF.NS,Kridhan Infra Limited,BE
KRISHANA.NS,Krishana Phoschem Limited,EQ
KRISHIVAL.NS,Krishival Foods Limited,EQ
KRISHNADEF.NS,Krishna Defence And Allied Industries Limited,EQ
KRITI.NS,Kriti Industries (India) Limited,BE
KRITIKA.NS,Kritika Wires Limited,EQ
KRITINUT.NS,Kriti Nutrients Limited,BE
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,BE
KRONOX.NS,Kronox Lab Sciences Limited,EQ
KROSS.NS,Kross Limited,EQ
KRSNAA.NS,Krsnaa Diagnostics Limited,EQ
KRYSTAL.NS,Krystal Integrated Services Limited,EQ
KSB.NS,Ksb Limited,EQ
KSCL.NS,Kaveri Seed Company Limited,EQ
KSHINTL.NS,KSH International Limited,EQ
KSHITIJPOL.NS,Kshitij Polyline Limited,BE
KSL.NS,Kalyani Steels Limited,EQ
KSOLVES.NS,Ksolves India Limited,EQ
KSR.NS,KSR Footwear Limited,EQ
KTKBANK.NS,The Karnataka Bank Limited,EQ
KUANTUM.NS,Kuantum Papers Limited,EQ
KWIL.NS,Kwality Wall's (India) Limited,EQ
LAGNAM.NS,Lagnam Spintex Limited,EQ
LAHOTIOV.NS,Lahoti Overseas Limited,EQ
LAKPRE.NS,Lakshmi Precision Screws Limited,BZ
LAL.NS,Lorenzini Apparels Limited,EQ
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,EQ
LAMBODHARA.NS,Lambodhara Textiles Limited,EQ
LANCORHOL.NS,Lancor Holdings Limited,EQ
LANDMARK.NS,Landmark Cars Limited,EQ
LANDSMILL.NS,Landsmill Green Limited,EQ
LAOPALA.NS,La Opala RG Limited,EQ
LASA.NS,Lasa Supergenerics Limited,EQ
LATENTVIEW.NS,Latent View Analytics Limited,EQ
LATTEYS.NS,Latteys Industries Limited,BE
LAURUSLABS.NS,Laurus Labs Limited,EQ
LAXMICOT.NS,Laxmi Cotspin Limited,EQ
LAXMIDENTL.NS,Laxmi Dental Limited,EQ
LAXMIINDIA.NS,Laxmi India Finance Limited,BE
LCCINFOTEC.NS,LCC Infotech Limited,EQ
LEMERITE.NS,Le Merite Exports Limited,EQ
LEMONTREE.NS,Lemon Tree Hotels Limited,EQ
LENSKART.NS,Lenskart Solutions Limited,EQ
LEXUS.NS,Lexus Granito (India) Limited,EQ
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,EQ
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ
LGEINDIA.NS,LG Electronics India Limited,EQ
LGHL.NS,Laxmi Goldorna House Limited,EQ
LIBAS.NS,Libas Consumer Products Limited,EQ
LIBERTSHOE.NS,Liberty Shoes Limited,EQ
LICHSGFIN.NS,LIC Housing Finance Limited,EQ
LICI.NS,Life Insurance Corporation Of India,EQ
LIKHITHA.NS,Likhitha Infrastructure Limited,BE
LINC.NS,Linc Limited,EQ
LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ
LINDEINDIA.NS,Linde India Limited,EQ
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,EQ
LLOYDSENT.NS,Lloyds Enterprises Limited,EQ
LLOYDSME.NS,Lloyds Metals And Energy Limited,EQ
LMW.NS,LMW Limited,EQ
LODHA.NS,Lodha Developers Limited,EQ
LOKESHMACH.NS,Lokesh Machines Limited,BE
LORDSCHLO.NS,Lords Chloro Alkali Limited,EQ
LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,EQ
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,EQ
LOVABLE.NS,Lovable Lingerie Limited,EQ
LOYALTEX.NS,Loyal Textile Mills Limited,EQ
LPDC.NS,Landmark Property Development Company Limited,EQ
LT.NS,Larsen & Toubro Limited,EQ
LTF.NS,L&T Finance Limited,EQ
LTFOODS.NS,LT Foods Limited,EQ
LTM.NS,LTM Limited,EQ
LTTS.NS,L&T Technology Services Limited,EQ
LUMAXIND.NS,Lumax Industries Limited,EQ
LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ
LUPIN.NS,Lupin Limited,EQ
LUXIND.NS,Lux Industries Limited,EQ
LXCHEM.NS,Laxmi Organic Industries Limited,EQ
LYKALABS.NS,Lyka Labs Limited,BE
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,EQ
M&M.NS,Mahindra & Mahindra Limited,EQ
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ
MAANALU.NS,Maan Aluminium Limited,EQ
MACPOWER.NS,Macpower CNC Machines Limited,EQ
MADHAV.NS,Madhav Marbles and Granites Limited,EQ
MADHAVIPL.NS,Madhav Infra Projects Limited,EQ
MADHUCON.NS,Madhucon Projects Limited,BE
MADRASFERT.NS,Madras Fertilizers Limited,EQ
MAFATIND.NS,Mafatlal Industries Limited,EQ
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ
MAGNUM.NS,Magnum Ventures Limited,EQ
MAHABANK.NS,Bank of Maharashtra,EQ
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ
MAHASTEEL.NS,Mahamaya Steel Industries Limited,EQ
MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ
MAHESHWARI.NS,Maheshwari Logistics Limited,BE
MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ
MAHLOG.NS,Mahindra Logistics Limited,EQ
MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ
MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ
MAITHANALL.NS,Maithan Alloys Limited,EQ
MAJESAUT.NS,Majestic Auto Limited,EQ
MALLCOM.NS,Mallcom (India) Limited,EQ
MALUPAPER.NS,Malu Paper Mills Limited,EQ
MAMATA.NS,Mamata Machinery Limited,EQ
MANAKALUCO.NS,Manaksia Aluminium Company Limited,EQ
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ
MANAKSIA.NS,Manaksia Limited,EQ
MANAKSTEEL.NS,Manaksia Steels Limited,BE
MANALIPETC.NS,Manali Petrochemicals Limited,EQ
MANAPPURAM.NS,Manappuram Finance Limited,EQ
MANBA.NS,Manba Finance Limited,EQ
MANCREDIT.NS,Mangal Credit and Fincorp Limited,EQ
MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ
MANGLMCEM.NS,Mangalam Cement Limited,EQ
MANINDS.NS,Man Industries (India) Limited,EQ
MANINFRA.NS,Man Infraconstruction Limited,EQ
MANKIND.NS,Mankind Pharma Limited,EQ
MANOMAY.NS,Manomay Tex India Limited,EQ
MANORAMA.NS,Manorama Industries Limited,EQ
MANORG.NS,Mangalam Organics Limited,BE
MANUGRAPH.NS,Manugraph India Limited,BE
MANYAVAR.NS,Vedant Fashions Limited,EQ
MAPMYINDIA.NS,C.E. Info Systems Limited,EQ
MARALOVER.NS,Maral Overseas Limited,BE
MARATHON.NS,Marathon Nextgen Realty Limited,EQ
MARICO.NS,Marico Limited,EQ
MARINE.NS,Marine Electricals (India) Limited,EQ
MARKOLINES.NS,Markolines Pavement Technologies Limited,EQ
MARKSANS.NS,Marksans Pharma Limited,EQ
MARSONS.NS,Marsons Limited,EQ
MARUTI.NS,Maruti Suzuki India Limited,EQ
MASFIN.NS,MAS Financial Services Limited,EQ
MASKINVEST.NS,Mask Investments Limited,BE
MASTEK.NS,Mastek Limited,EQ
MASTERTR.NS,Master Trust Limited,EQ
MATRIMONY.NS,Matrimony.Com Limited,EQ
MAWANASUG.NS,Mawana Sugars Limited,BE
MAXESTATES.NS,Max Estates Limited,EQ
MAXHEALTH.NS,Max Healthcare Institute Limited,EQ
MAXIND.NS,Max India Limited,EQ
MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ
MAZDA.NS,Mazda Limited,BE
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ
MBAPL.NS,Madhya Bharat Agro Products Limited,EQ
MBEL.NS,M & B Engineering Limited,EQ
MBLINFRA.NS,MBL Infrastructure Limited,BE
MCCHRLS-B.NS,Mac Charles India Limited,EQ
MCL.NS,M TEK COPPER LIMITED,EQ
MCLEODRUSS.NS,Mcleod Russel India Limited,BE
MCLOUD.NS,Magellanic Cloud Limited,EQ
MCX.NS,Multi Commodity Exchange of India Limited,EQ
MEDANTA.NS,Global Health Limited,EQ
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ
MEDICAMEQ.NS,Medicamen Biotech Limited,EQ
MEDICO.NS,Medico Remedies Limited,EQ
MEDPLUS.NS,Medplus Health Services Limited,EQ
MEESHO.NS,Meesho Limited,EQ
MEGASTAR.NS,Megastar Foods Limited,EQ
MEIL.NS,Mangal Electrical Industries Limited,BE
MENNPIS.NS,Menon Pistons Limited,EQ
MENONBE.NS,Menon Bearings Limited,BE
MEP.NS,MEP Infrastructure Developers Limited,BZ
MERCANTILE.NS,Mercantile Ventures Limited,EQ
MERCURYEV.NS,Mercury Ev-Tech Limited,BE
METROBRAND.NS,Metro Brands Limited,EQ
METROGLOBL.NS,Metroglobal Limited,EQ
METROPOLIS.NS,Metropolis Healthcare Limited,EQ
MFML.NS,Mahalaxmi Fabric Mills Limited,EQ
MFSL.NS,Max Financial Services Limited,EQ
MGEL.NS,Mangalam Global Enterprise Limited,BE
MGL.NS,Mahanagar Gas Limited,EQ
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,EQ
MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ
MICEL.NS,MIC Electronics Limited,BE
MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ
MIDWESTLTD.NS,Midwest Limited,EQ
MINDACORP.NS,Minda Corporation Limited,EQ
MINDTECK.NS,Mindteck (India) Limited,EQ
MIRZAINT.NS,Mirza International Limited,EQ
MITCON.NS,MITCON Consultancy & Engineering Services Limited,BE
MITTAL.NS,Mittal Life Style Limited,EQ
MKPL.NS,M K Proteins Limited,EQ
MMFL.NS,MM Forgings Limited,EQ
MMP.NS,MMP Industries Limited,EQ
MMTC.NS,MMTC Limited,EQ
MMWL.NS,Media Matrix Worldwide Limited,BE
MOBIKWIK.NS,One Mobikwik Systems Limited,EQ
MODINATUR.NS,Modi Naturals Limited,BE
MODIRUBBER.NS,Modi Rubber Limited,EQ
MODIS.NS,Modis Navnirman Limited,EQ
MODISONLTD.NS,MODISON LIMITED,BE
MODTHREAD.NS,Modern Threads (India) Limited,EQ
MOHITIND.NS,Mohit Industries Limited,EQ
MOIL.NS,MOIL Limited,EQ
MOKSH.NS,Moksh Ornaments Limited,EQ
MOL.NS,Meghmani Organics Limited,EQ
MOLDTECH.NS,Mold-Tek Technologies Limited,EQ
MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ
MONARCH.NS,Monarch Networth Capital Limited,EQ
MONEYBOXX.NS,Moneyboxx Finance Limited,EQ
MONTECARLO.NS,Monte Carlo Fashions Limited,EQ
MORARJEE.NS,Morarjee Textiles Limited,BZ
MOREPENLAB.NS,Morepen Laboratories Limited,EQ
MOSCHIP.NS,Moschip Technologies Limited,EQ
MOTHERSON.NS,Samvardhana Motherson International Limited,EQ
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ
MOTISONS.NS,Motisons Jewellers Limited,EQ
MOTOGENFIN.NS,The Motor & General Finance Limited,BE
MPHASIS.NS,MphasiS Limited,EQ
MPSLTD.NS,MPS Limited,EQ
MRF.NS,MRF Limited,EQ
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ
MSPL.NS,MSP Steel & Power Limited,EQ
MSTCLTD.NS,Mstc Limited,EQ
MSUMI.NS,Motherson Sumi Wiring India Limited,EQ
MTARTECH.NS,Mtar Technologies Limited,BE
MTEDUCARE.NS,MT Educare Limited,BE
MTNL.NS,Mahanagar Telephone Nigam Limited,EQ
MUFIN.NS,Mufin Green Finance Limited,EQ
MUFTI.NS,Credo Brands Marketing Limited,EQ
MUKANDLTD.NS,Mukand Limited,EQ
MUKKA.NS,Mukka Proteins Limited,EQ
MUKTAARTS.NS,Mukta Arts Limited,BE
MUNJALAU.NS,Munjal Auto Industries Limited,EQ
MUNJALSHOW.NS,Munjal Showa Limited,EQ
MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ
MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ
MUTHOOTFIN.NS,Muthoot Finance Limited,EQ
MUTHOOTMF.NS,Muthoot Microfin Limited,EQ
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ
MWL.NS,Mangalam Worldwide Limited,EQ
NACLIND.NS,NACL Industries Limited,EQ
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,BE
NAGREEKEXP.NS,Nagreeka Exports Limited,EQ
NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ
NAHARPOLY.NS,Nahar Poly Films Limited,EQ
NAHARSPING.NS,Nahar Spinning Mills Limited,BE
NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ
NARMADA.NS,Narmada Agrobase Limited,EQ
NATCAPSUQ.NS,Natural Capsules Limited,EQ
NATCOPHARM.NS,Natco Pharma Limited,EQ
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ
NATIONALUM.NS,National Aluminium Company Limited,EQ
NATIONSTD.NS,National Standard (India) Limited,EQ
NAUKRI.NS,Info Edge (India) Limited,EQ
