symbol,name,series
SHK.NS,S H Kelkar and Company Limited,EQ
SHOPERSTOP.NS,Shoppers Stop Limited,EQ
SHRADHA.NS,Shradha Realty Limited,EQ
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ
SHREECEM.NS,SHREE CEMENT LIMITED,EQ
SHREEJISPG.NS,Shreeji Shipping Global Limited,EQ
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ
SHREERAMA.NS,Shree Rama Multi-Tech Limited,EQ
SHRENIK.NS,Shrenik Limited,BZ
SHREYANIND.NS,Shreyans Industries Limited,EQ
SHRIKRISH.NS,Shri Krishna Devcon Limited,EQ
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,EQ
SHRIPISTON.NS,SPR Auto Technologies Limited,EQ
SHRIRAMFIN.NS,Shriram Finance Limited,EQ
SHRIRAMPPS.NS,Shriram Properties Limited,EQ
SHYAMCENT.NS,Shyam Century Ferrous Limited,BE
SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ
SHYAMTEL.NS,Shyam Telecom Limited,BE
SICAGEN.NS,Sicagen India Limited,EQ
SICALLOG.NS,Sical Logistics Limited,EQ
SIEMENS.NS,Siemens Limited,EQ
SIGACHI.NS,Sigachi Industries Limited,BE
SIGIND.NS,Signet Industries Limited,EQ
SIGMA.NS,Sigma Solve Limited,EQ
SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,EQ
SIGNATURE.NS,Signatureglobal (India) Limited,EQ
SIGNPOST.NS,Signpost India Limited,EQ
SIKA.NS,Sika Interplant Systems Limited,EQ
SIKKO.NS,Sikko Industries Limited,EQ
SIL.NS,Standard Industries Limited,EQ
SILGO.NS,Silgo Retail Limited,EQ
SILINV.NS,SIL Investments Limited,EQ
SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ
SILVERTUC.NS,Silver Touch Technologies Limited,EQ
SIMBHALS.NS,Simbhaoli Sugars Limited,BZ
SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ
SINCLAIR.NS,Sinclairs Hotels Limited,EQ
SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ
SINGERIND.NS,Singer India Limited,EQ
SINTERCOM.NS,Sintercom India Limited,EQ
SIRCA.NS,Sirca Paints India Limited,EQ
SIS.NS,SIS LIMITED,EQ
SITINET.NS,Siti Networks Limited,BZ
SIYSIL.NS,Siyaram Silk Mills Limited,EQ
SJS.NS,S.J.S. Enterprises Limited,EQ
SJVN.NS,SJVN Limited,EQ
SKFINDIA.NS,SKF India Limited,EQ
SKFINDUS.NS,SKF India (Industrial) Limited,EQ
SKIPPER.NS,Skipper Limited,EQ
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ
SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,EQ
SMARTLINK.NS,Smartlink Holdings Limited,BE
SMARTWORKS.NS,Smartworks Coworking Spaces Limited,EQ
SMCGLOBAL.NS,SMC Global Securities Limited,EQ
SMLMAH.NS,SML Mahindra Limited,EQ
SMLT.NS,Sarthak Metals Limited,EQ
SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ
SNOWMAN.NS,Snowman Logistics Limited,EQ
SOBHA.NS,Sobha Limited,EQ
SOFTTECH.NS,Softtech Engineers Limited,BE
SOLARA.NS,Solara Active Pharma Sciences Limited,EQ
SOLARINDS.NS,Solar Industries India Limited,EQ
SOLARWORLD.NS,Solarworld Energy Solutions Limited,EQ
SOLEX.NS,Solex Energy Limited,EQ
SOMANYCERA.NS,Somany Ceramics Limited,EQ
SOMATEX.NS,Soma Textiles & Industries Limited,EQ
SOMICONVEY.NS,Somi Conveyor Beltings Limited,EQ
SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ
SONAL.NS,Sonal Mercantile Limited,EQ
SONAMLTD.NS,SONAM LIMITED,EQ
SONATSOFTW.NS,Sonata Software Limited,EQ
SOTL.NS,Savita Oil Technologies Limited,EQ
SOUTHBANK.NS,The South Indian Bank Limited,EQ
SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ
SPAL.NS,S. P. Apparels Limited,EQ
SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ
SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ
SPCENET.NS,Spacenet Enterprises India Limited,EQ
SPECIALITY.NS,Speciality Restaurants Limited,EQ
SPECTRUM.NS,Spectrum Electrical Industries Limited,EQ
SPENCERS.NS,Spencer's Retail Limited,EQ
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ
SPLIL.NS,SPL Industries Limited,EQ
SPLPETRO.NS,Supreme Petrochem Limited,EQ
SPMLINFRA.NS,SPML Infra Limited,EQ
SPORTKING.NS,Sportking India Limited,EQ
SRD.NS,Shankar Lal Rampal Dye-Chem Limited,EQ
SREEL.NS,Sreeleathers Limited,EQ
SRF.NS,SRF Limited,EQ
SRGHFL.NS,SRG Housing Finance Limited,EQ
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ
SRM.NS,SRM Contractors Limited,EQ
SRTL.NS,Shree Ram Twistex Limited,EQ
SSDL.NS,Saraswati Saree Depot Limited,EQ
SSWL.NS,Steel Strips Wheels Limited,EQ
STALLION.NS,Stallion India Fluorochemicals Limited,EQ
STANLEY.NS,Stanley Lifestyles Limited,EQ
STAR.NS,Strides Pharma Science Limited,EQ
STARCEMENT.NS,Star Cement Limited,EQ
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ
STARPAPER.NS,Star Paper Mills Limited,EQ
STARTECK.NS,Starteck Finance Limited,EQ
STCINDIA.NS,The State Trading Corporation of India Limited,EQ
STEELCAS.NS,Steelcast Limited,EQ
STEELCITY.NS,Steel City Securities Limited,EQ
STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ
STEL.NS,Stel Holdings Limited,EQ
STERTOOLS.NS,Sterling Tools Limited,BE
STLNETWORK.NS,STL Networks Limited,BE
STLTECH.NS,Sterlite Technologies Limited,BE
STOVEKRAFT.NS,Stove Kraft Limited,EQ
STUDDS.NS,Studds Accessories Limited,EQ
STYL.NS,Seshaasai Technologies Limited,EQ
STYLAMIND.NS,Stylam Industries Limited,EQ
STYLEBAAZA.NS,Baazar Style Retail Limited,BE
STYRENIX.NS,Styrenix Performance Materials Limited,EQ
SUBEXLTD.NS,Subex Limited,BE
SUBROS.NS,Subros Limited,EQ
SUDARCOLOR.NS,Sudarshan Colorants India Limited,EQ
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ
SUDEEPPHRM.NS,Sudeep Pharma Limited,EQ
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ
SULA.NS,Sula Vineyards Limited,EQ
SUMEET-RE.NS,Sumeet Industries Limited-RE,BE
SUMEETINDS.NS,Sumeet Industries Limited,EQ
SUMICHEM.NS,Sumitomo Chemical India Limited,EQ
SUMIT.NS,Sumit Woods Limited,BE
SUMMITSEC.NS,Summit Securities Limited,EQ
SUNCLAY.NS,Sundaram Clayton Limited,EQ
SUNDARAM.NS,Sundaram Multi Pap Limited,EQ
SUNDARMFIN.NS,Sundaram Finance Limited,EQ
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,BE
SUNDRMFAST.NS,Sundram Fasteners Limited,EQ
SUNDROP.NS,Sundrop Brands Limited,EQ
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ
SUNTECK.NS,Sunteck Realty Limited,EQ
SUNTV.NS,Sun TV Network Limited,EQ
SUPERHOUSE.NS,Superhouse Limited,EQ
SUPERSPIN.NS,Super Spinning Mills Limited,BE
SUPRAJIT.NS,Suprajit Engineering Limited,EQ
SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,EQ
SUPREMEENG.NS,Supreme Engineering Limited,BZ
SUPREMEIND.NS,Supreme Industries Limited,EQ
SUPREMEINF.NS,Supreme Infrastructure India Limited,EQ
SUPRIYA.NS,Supriya Lifescience Limited,EQ
SURAJEST.NS,Suraj Estate Developers Limited,EQ
SURAJLTD.NS,Suraj Limited,EQ
SURAKSHA.NS,Suraksha Diagnostic Limited,EQ
SURANASOL.NS,Surana Solar Limited,EQ
SURANAT&P.NS,Surana Telecom and Power Limited,EQ
SURYALA.NS,Suryalata Spinning Mills Limited,EQ
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ
SURYAROSNI.NS,Surya Roshni Limited,EQ
SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,BE
SUVEN.NS,Suven Life Sciences Limited,EQ
SUVIDHAA.NS,Suvidhaa Infoserve Limited,EQ
SUYOG.NS,Suyog Telematics Limited,EQ
SUZLON.NS,Suzlon Energy Limited,EQ
SVLL.NS,Shree Vasu Logistics Limited,BE
SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,BE
SWANCORP.NS,SWAN CORP LIMITED,EQ
SWANDEF.NS,Swan Defence and Heavy Industries Limited,BE
SWARAJENG.NS,Swaraj Engines Limited,EQ
SWELECTES.NS,Swelect Energy Systems Limited,EQ
SWIGGY.NS,Swiggy Limited,EQ
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,EQ
SYMPHONY.NS,Symphony Limited,EQ
SYNCOMF.NS,Syncom Formulations (India) Limited,EQ
SYNGENE.NS,Syngene International Limited,EQ
SYRMA.NS,Syrma SGS Technology Limited,EQ
SYSTMTXC.NS,Systematix Corporate Services Limited,BE
TAALTECH.NS,Taal Tech Limited,EQ
TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,EQ
TAJGVK.NS,Taj GVK Hotels & Resorts Limited,EQ
TAKE.NS,Take Solutions Limited,BE
TALBROAUTO.NS,Talbros Automotive Components Limited,EQ
TAMBOLIIN.NS,Tamboli Industries Limited,BE
TANLA.NS,Tanla Platforms Limited,EQ
TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,EQ
TARAPUR.NS,Tarapur Transformers Limited,EQ
TARC.NS,TARC Limited,EQ
TARIL.NS,Transformers And Rectifiers (India) Limited,EQ
TARMAT.NS,Tarmat Limited,EQ
TARSONS.NS,Tarsons Products Limited,EQ
TASTYBITE.NS,Tasty Bite Eatables Limited,EQ
TATACAP.NS,Tata Capital Limited,EQ
TATACHEM.NS,Tata Chemicals Limited,EQ
TATACOMM.NS,Tata Communications Limited,EQ
TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,EQ
TATAELXSI.NS,Tata Elxsi Limited,EQ
TATAINVEST.NS,Tata Investment Corporation Limited,EQ
TATAPOWER.NS,Tata Power Company Limited,EQ
TATASTEEL.NS,Tata Steel Limited,EQ
TATATECH.NS,Tata Technologies Limited,EQ
TATVA.NS,Tatva Chintan Pharma Chem Limited,EQ
TBOTEK.NS,TBO Tek Limited,EQ
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,EQ
TCC.NS,TCC Concept Limited,EQ
TCI.NS,Transport Corporation of India Limited,EQ
TCIEXP.NS,TCI Express Limited,EQ
TCIFINANCE.NS,TCI Finance Limited,BE
TCPLPACK.NS,TCPL Packaging Limited,EQ
TCS.NS,Tata Consultancy Services Limited,EQ
TDPOWERSYS.NS,TD Power Systems Limited,EQ
TEAMGTY.NS,Team India Guaranty Limited,EQ
TEAMLEASE.NS,Teamlease Services Limited,EQ
TECHM.NS,Tech Mahindra Limited,EQ
TECHNOE.NS,Techno Electric & Engineering Company Limited,EQ
TECHNVISN.NS,TechNVision Ventures Limited,EQ
TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,EQ
TEGA.NS,Tega Industries Limited,EQ
TEJASNET.NS,Tejas Networks Limited,EQ
TEMBO.NS,Tembo Global Industries Limited,EQ
TENNIND.NS,Tenneco Clean Air India Limited,EQ
TERASOFT.NS,Tera Software Limited,EQ
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,EQ
TEXMOPIPES.NS,Texmo Pipes and Products Limited,EQ
TEXRAIL.NS,Texmaco Rail & Engineering Limited,EQ
TFCILTD.NS,Tourism Finance Corporation of India Limited,EQ
TFL.NS,Transwarranty Finance Limited,EQ
TGBHOTELS.NS,TGB Banquets And Hotels Limited,EQ
THACKER.NS,Thacker & Company Limited,BE
THAKDEV.NS,Thakkers Developers Limited,EQ
THANGAMAYL.NS,Thangamayil Jewellery Limited,EQ
THEINVEST.NS,The Investment Trust Of India Limited,EQ
THEJO.NS,Thejo Engineering Limited,EQ
THELEELA.NS,Leela Palaces Hotels & Resorts Limited,EQ
THEMISMED.NS,Themis Medicare Limited,EQ
THERMAX.NS,Thermax Limited,EQ
THOMASCOOK.NS,Thomas Cook  (India)  Limited,EQ
THOMASCOTT.NS,Thomas Scott (India) Limited,EQ
THYROCARE.NS,Thyrocare Technologies Limited,EQ
TI.NS,Tilaknagar Industries Limited,EQ
TICL.NS,Twamev Construction and Infrastructure Limited,EQ
TIGERLOGS.NS,Tiger Logistics (India) Limited,BE
TIIL.NS,Technocraft Industries (India) Limited,EQ
TIINDIA.NS,Tube Investments of India Limited,EQ
TIJARIA.NS,Tijaria Polypipes Limited,EQ
TIL.NS,TIL Limited,EQ
TIMETECHNO.NS,Time Technoplast Limited,EQ
TIMEX.NS,Timex Group India Limited,EQ
TIMKEN.NS,Timken India Limited,EQ
TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,EQ
TIPSFILMS.NS,Tips Films Limited,EQ
TIPSMUSIC.NS,Tips Music Limited,EQ
TIRUMALCHM.NS,Thirumalai Chemicals Limited,EQ
TIRUPATIFL.NS,Tirupati Forge Limited,EQ
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,EQ
TITAN.NS,Titan Company Limited,EQ
TMB.NS,Tamilnad Mercantile Bank Limited,EQ
TMCV.NS,Tata Motors Limited,EQ
TMPV.NS,Tata Motors Passenger Vehicles Limited,EQ
TNPETRO.NS,Tamilnadu PetroProducts Limited,EQ
TNPL.NS,Tamil Nadu Newsprint & Papers Limited,EQ
TNTELE.NS,Tamilnadu Telecommunication Limited,EQ
TOKYOPLAST.NS,Tokyo Plast International Limited,BE
TOLINS.NS,Tolins Tyres Limited,EQ
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,EQ
TORNTPOWER.NS,Torrent Power Limited,EQ
TOTAL.NS,Total Transport Systems Limited,EQ
TOUCHWOOD.NS,Touchwood Entertainment Limited,EQ
TPHQ.NS,Teamo Productions HQ Limited,EQ
TPLPLASTEH.NS,TPL Plastech Limited,EQ
TRACXN.NS,Tracxn Technologies Limited,EQ
TRANSPEK.NS,Transpek Industry Limited,EQ
TRANSRAILL.NS,Transrail Lighting Limited,EQ
TRANSWORLD.NS,TRANSWORLD SHIPPING LINES LIMITED,BE
TRAVELFOOD.NS,Travel Food Services Limited,EQ
TREEHOUSE.NS,Tree House Education & Accessories Limited,EQ
TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,EQ
TREL.NS,Transindia Real Estate Limited,EQ
TRENT.NS,Trent Limited,EQ
TRF.NS,TRF Limited,EQ
TRIDENT.NS,Trident Limited,EQ
TRIGYN.NS,Trigyn Technologies Limited,EQ
TRITURBINE.NS,Triveni Turbine Limited,EQ
TRIVENI.NS,Triveni Engineering & Industries Limited,EQ
TRU.NS,TruCap Finance Limited,EQ
TRUALT.NS,TruAlt Bioenergy Limited,EQ
TSFINV.NS,TSF INVESTMENTS LIMITED,EQ
TTKHLTCARE.NS,TTK Healthcare Limited,EQ
TTKPRESTIG.NS,TTK Prestige Limited,EQ
TTL.NS,T T Limited,EQ
TTML.NS,Tata Teleservices (Maharashtra) Limited,EQ
TURTLEMINT.NS,Turtlemint Fintech Solutions Limited,EQ
TVSELECT.NS,TVS Electronics Limited,EQ
TVSHLTD.NS,TVS Holdings Limited,EQ
TVSMOTOR.NS,TVS Motor Company Limited,EQ
TVSSCS.NS,TVS Supply Chain Solutions Limited,EQ
TVSSRICHAK.NS,TVS Srichakra Limited,EQ
TVTODAY.NS,TV Today Network Limited,EQ
TVVISION.NS,TV Vision Limited,EQ
UBL.NS,United Breweries Limited,EQ
UCAL.NS,UCAL LIMITED,EQ
UCOBANK.NS,UCO Bank,EQ
UDS.NS,Updater Services Limited,EQ
UEL.NS,Ujaas Energy Limited,EQ
UFBL.NS,United Foodbrands Limited,EQ
UFLEX.NS,UFLEX Limited,EQ
UFO.NS,UFO Moviez India Limited,EQ
UGARSUGAR.NS,The Ugar Sugar Works Limited,EQ
UGROCAP.NS,Ugro Capital Limited,EQ
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,EQ
ULTRACEMCO.NS,UltraTech Cement Limited,EQ
ULTRAMAR.NS,Ultramarine & Pigments Limited,EQ
UMAEXPORTS.NS,Uma Exports Limited,BE
UMESLTD.NS,Usha Martin Education & Solutions Limited,EQ
UMIYA-MRO.NS,UMIYA BUILDCON LIMITED,EQ
UNICHEMLAB.NS,Unichem Laboratories Limited,EQ
UNIDT.NS,United Drilling Tools Limited,BE
UNIECOM.NS,Unicommerce Esolutions Limited,EQ
UNIENTER.NS,Uniphos Enterprises Limited,EQ
UNIINFO.NS,Uniinfo Telecom Services Limited,BE
UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,EQ
UNIONBANK.NS,Union Bank of India,EQ
UNIPARTS.NS,Uniparts India Limited,EQ
UNITDSPR.NS,United Spirits Limited,EQ
UNITECH.NS,Unitech Limited,EQ
UNITEDPOLY.NS,United Polyfab Gujarat Limited,BE
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,EQ
UNIVASTU.NS,Univastu India Limited,BE
UNIVCABLES.NS,Universal Cables Limited,EQ
UNIVPHOTO.NS,Universus Photo Imagings Limited,BE
UNOMINDA.NS,UNO Minda Limited,EQ
UPL.NS,UPL Limited,EQ
URAVIDEF.NS,Uravi Defence and Technology Limited,BE
URBANCO.NS,Urban Company Limited,EQ
URJA.NS,Urja Global Limited,EQ
USHAMART.NS,Usha Martin Limited,EQ
USK.NS,Udayshivakumar Infra Limited,EQ
UTIAMC.NS,UTI Asset Management Company Limited,EQ
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,EQ
UTLSOLAR.NS,Fujiyama Power Systems Limited,EQ
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,EQ
UYFINCORP.NS,U. Y. Fincorp Limited,EQ
V2RETAIL.NS,V2 Retail Limited,EQ
VADILALIND.NS,Vadilal Industries Limited,EQ
VAIBHAVGBL.NS,Vaibhav Global Limited,EQ
VAISHALI.NS,Vaishali Pharma Limited,BE
VAKRANGEE.NS,Vakrangee Limited,EQ
VALIANTLAB.NS,Valiant Laboratories Limited,BE
VALIANTORG.NS,Valiant Organics Limited,BE
VAML.NS,Vedanta Aluminium Metal Limited,EQ
VARDHACRLC.NS,Vardhman Acrylics Limited,BE
VARDMNPOLY.NS,Vardhman Polytex Limited,EQ
VARROC.NS,Varroc Engineering Limited,EQ
VASCONEQ.NS,Vascon Engineers Limited,BE
VASWANI.NS,Vaswani Industries Limited,EQ
VBL.NS,Varun Beverages Limited,EQ
VCL.NS,Vaxtex Cotfab Limited,EQ
VEDL.NS,Vedanta Limited,EQ
VEDPOWER.NS,Vedanta Power Limited,EQ
VEEDOL.NS,Veedol Corporation Limited,EQ
VELJAN.NS,Veljan Denison Limited,BE
VENKEYS.NS,Venky's (India) Limited,EQ
VENTIVE.NS,Ventive Hospitality Limited,EQ
VENUSPIPES.NS,Venus Pipes & Tubes Limited,EQ
VENUSREM.NS,Venus Remedies Limited,BE
VERANDA.NS,Veranda Learning Solutions Limited,EQ
VERTOZ.NS,Vertoz Limited,BE
VESUVIUS.NS,Vesuvius India Limited,EQ
VETO.NS,Veto Switchgears And Cables Limited,BE
VGL.NS,VARVEE GLOBAL LIMITED,EQ
VGUARD.NS,V-Guard Industries Limited,EQ
VHL.NS,Vardhman Holdings Limited,EQ
VHLTD.NS,Viceroy Hotels Limited,BE
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,EQ
VIDYAWIRES.NS,Vidya Wires Limited,EQ
VIJAYA.NS,Vijaya Diagnostic Centre Limited,EQ
VIJIFIN.NS,Viji Finance Limited,BE
VIKASECO.NS,Vikas EcoTech Limited,EQ
VIKASLIFE.NS,Vikas Lifecare Limited,EQ
VIKRAMSOLR.NS,Vikram Solar Limited,EQ
VIKRAN.NS,Vikran Engineering Limited,EQ
VIMTALABS.NS,Vimta Labs Limited,EQ
VINATIORGA.NS,Vinati Organics Limited,EQ
VINCOFE.NS,Vintage Coffee And Beverages Limited,EQ
VINDHYATEL.NS,Vindhya Telelinks Limited,EQ
VINEETLAB.NS,Vineet Laboratories Limited,BE
VINNY.NS,Vinny Overseas Limited,EQ
VINYLINDIA.NS,Vinyl Chemicals (India) Limited,EQ
VIPCLOTHNG.NS,VIP Clothing Limited,BE
VIPIND.NS,VIP Industries Limited,EQ
VIPULLTD.NS,Vipul Limited,BE
VIRINCHI.NS,Virinchi Limited,EQ
VISACHROME.NS,VISA Chrome Limited,BE
VISAKAIND.NS,Visaka Industries Limited,EQ
VISHNU.NS,Vishnu Chemicals Limited,EQ
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,EQ
VISL.NS,Vedanta Iron and Steel Limited,EQ
VITAL.NS,Vital Chemtech Limited,BE
VIVIANA.NS,Viviana Power Tech Limited,BE
VIVIDHA.NS,Visagar Polytex Limited,EQ
VIVIMEDLAB.NS,Vivimed Labs Limited,BE
VIYASH.NS,Viyash Scientific Limited,EQ
VLEGOV.NS,VL E-Governance & IT Solutions Limited,BE
VLSFINANCE.NS,VLS Finance Limited,EQ
VMART.NS,V-Mart Retail Limited,EQ
VMM.NS,Vishal Mega Mart Limited,EQ
VMSTMT.NS,VMS TMT Limited,BE
VOEPL.NS,Virtuoso Optoelectronics Limited,EQ
VOGL.NS,Vedanta Oil and Gas Limited,EQ
VOLTAMP.NS,Voltamp Transformers Limited,EQ
VOLTAS.NS,Voltas Limited,EQ
VPRPL.NS,Vishnu Prakash R Punglia Limited,BE
VRAJ.NS,Vraj Iron and Steel Limited,EQ
VRLLOG.NS,VRL Logistics Limited,EQ
VSSL.NS,Vardhman Special Steels Limited,EQ
VSTIND.NS,VST Industries Limited,EQ
VSTL.NS,Vibhor Steel Tubes Limited,EQ
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,EQ
VTL.NS,Vardhman Textiles Limited,EQ
WAAREEENER.NS,Waaree Energies Limited,EQ
WAAREEINDO.NS,Indosolar Limited,EQ
WAAREERTL.NS,Waaree Renewable Technologies Limited,EQ
WABAG.NS,VA Tech Wabag Limited,EQ
WAKEFIT.NS,Wakefit Innovations Limited,EQ
WALCHANNAG.NS,Walchandnagar Industries Limited,EQ
WANBURY.NS,Wanbury Limited,EQ
WCIL.NS,Western Carriers (India) Limited,EQ
WEALTH.NS,Wealth First Portfolio Managers Limited,EQ
WEBELSOLAR.NS,Websol Energy System Limited,EQ
WEIZMANIND.NS,Weizmann Limited,EQ
WEL.NS,Wonder Electricals Limited,EQ
WELCORP.NS,Welspun Corp Limited,EQ
WELENT.NS,Welspun Enterprises Limited,EQ
WELINV.NS,Welspun Investments and Commercials Limited,BE
WELSPLSOL.NS,Welspun Specialty Solutions Limited,EQ
WELSPUNLIV.NS,Welspun Living Limited,EQ
WENDT.NS,Wendt (India) Limited,EQ
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,EQ
WEWIN.NS,WE WIN LIMITED,BE
WEWORK.NS,WeWork India Management Limited,EQ
WHEELS.NS,Wheels India Limited,EQ
WHIRLPOOL.NS,Whirlpool of India Limited,EQ
WILLAMAGOR.NS,Williamson Magor & Company Limited,EQ
WINDLAS.NS,Windlas Biotech Limited,EQ
WINDMACHIN.NS,Windsor Machines Limited,EQ
WINSOME.NS,Winsome Yarns Limited,BZ
WIPL.NS,The Western India Plywoods Limited,EQ
WIPRO.NS,Wipro Limited,EQ
WOCKPHARMA.NS,Wockhardt Limited,EQ
WONDERLA.NS,Wonderla Holidays Limited,EQ
WORTHPERI.NS,Worth Peripherals Limited,EQ
WPIL.NS,WPIL Limited,EQ
WSI.NS,W S Industries (I) Limited,EQ
WSTCSTPAPR.NS,West Coast Paper Mills Limited,EQ
XCHANGING.NS,Xchanging Solutions Limited,EQ
XELPMOC.NS,Xelpmoc Design And Tech Limited,EQ
XPROINDIA.NS,Xpro India Limited,EQ
XTGLOBAL.NS,Xtglobal Infotech Limited,EQ
YASHO.NS,Yasho Industries Limited,EQ
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited,EQ
YATRA.NS,Yatra Online Limited,EQ
YESBANK.NS,Yes Bank Limited,EQ
YUKEN.NS,Yuken India Limited,EQ
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,EQ
ZEEL.NS,Zee Entertainment Enterprises Limited,EQ
ZEELEARN.NS,Zee Learn Limited,BE
ZEEMEDIA.NS,Zee Media Corporation Limited,EQ
ZENITHEXPO.NS,Zenith Exports Limited,EQ
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,EQ
ZENSARTECH.NS,Zensar Technologies Limited,EQ
ZENTEC.NS,Zen Technologies Limited,EQ
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,EQ
ZFSTEERING.NS,ZF Steering Gear (India) Limited,EQ
ZIMLAB.NS,Zim Laboratories Limited,BE
ZODIAC.NS,Zodiac Energy Limited,BE
ZODIACLOTH.NS,Zodiac Clothing Company Limited,EQ
ZOTA.NS,Zota Health Care LImited,EQ
ZSARACOM.NS,Saraswati Commercial India Limited,EQ
ZUARI.NS,Zuari Agro Chemicals Limited,EQ
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,EQ
ZYDUSLIFE.NS,Zydus Lifesciences Limited,EQ
ZYDUSWELL.NS,Zydus Wellness Limited,EQ
